,0
0,3.14893617021277
1,3.15022761760243
2,3.14957264957265
3,3.15048025613661
4,3.14712153518124
5,3.14802981895634
6,3.14893617021277
7,3.14984059511158
8,3.15074309978769
9,3.14920634920635
10,3.15010570824524
11,3.15100316789863
12,3.15036803364879
13,3.14911366006257
14,3.14583333333333
15,3.14255983350676
16,3.13929313929314
17,3.13603322949117
18,3.13278008298755
19,3.13367875647668
20,3.13457556935818
21,3.13547052740434
22,3.13636363636364
23,3.13725490196078
24,3.13814432989691
25,3.13903192584964
26,3.13991769547325
27,3.14080164439877
28,3.14168377823409
29,3.1425641025641
30,3.14344262295082
31,3.14431934493347
32,3.14519427402863
33,3.14606741573034
34,3.1469387755102
35,3.14780835881753
36,3.14460285132383
37,3.14547304170905
38,3.14634146341463
39,3.14314720812183
40,3.14401622718053
41,3.14488348530902
42,3.14574898785425
43,3.14661274014156
44,3.14747474747475
45,3.14833501513623
46,3.1491935483871
47,3.15005035246727
48,3.14688128772636
49,3.14773869346734
50,3.14859437751004
51,3.14944834503511
52,3.1503006012024
